	id_sent	n_sent	id_article	sent
569	569	24.0	19	A journalist who recorded the secondary explosion, Ahmad Yassine, 30, captured what appeared to be a mushroom cloud rising from the building.
570	570	25.0	19	Yassine was having lunch a few kilometers away at the time, and in a video he tweeted, a loud blast followed by screams can be heard moments after the cloud dissipates.
571	571	26.0	19	At first, Yassine said in an interview, he didn't know whether he was still breathing.
572	572	27.0	19	"Later on, I saw people running, destruction, glass everywhere,"" he said."
573	573	28.0	19	After the sun set, parts of the city remained without power, said Joelle Bassoul, a regional content manager for Amnesty International.
574	574	29.0	19	"Bassoul, a former journalist who covered the country's civil war from 1975 to 2000, said the ""sheer scale of fear and panic"" she saw in the streets reminded of her that period."
575	575	30.0	19	The National News Agency reported that Diab, the prime minister, and other ministers were inspecting damage at the site.
576	576	31.0	19	A U.S. State Department spokesperson said it wasn't clear whether any Americans were killed or injured.
577	577	32.0	19	"Having witnessed the horrific explosions at the Port this evening, our heartfelt sympathies go out to the victims and their families,"" U.S. Ambassador Dorothy Shea said in a statement."
578	578	33.0	19	We mourn each loss from this terrible tragedy alongside the Lebanese people.
579	579	34.0	19	Israeli Foreign Minister Gabi Ashkenazi told a local television channel that it was too early to speculate on the cause and that there was no reason to believe the explosion was not an accident.
580	580	35.0	19	Lebanon pic.twitter.com/2uBsKP5wCH ' Ghada Alsharif ( August 4, 2020 Blast comes as Lebanon contends with other crises Lebanon is in the midst of a number of social and political crises.
581	581	36.0	19	The country is bracing for a U.N.-backed court to deliver a verdict Friday on the death of Rafik Hariri, the prime minister who was killed by a truck bomb in 2005, sending the country's fragile political system into turmoil.
582	582	37.0	19	It is also grappling with the coronavirus pandemic and a spiraling economic crisis, the most severe in its modern history, that has pushed many Lebanese people to protest in the streets this year as unemployment has soared.
583	583	38.0	19	Abbie Cheeseman reported from Beirut, Adela Suliman and Matthew Mulligan reported from London, and Tim Stelloh reported from California.
584	584		20	
585	585	1.0	21	A Chinese spacecraft descended through the thin Martian atmosphere and landed safely on a large plain on Saturday morning, state media reported, accomplishing a feat that only two other nations had before.
586	586	2.0	21	(In the United States, it was still Friday — 7:18 p.m. Eastern time — when the spacecraft touched down.)
587	587	3.0	21	The landing follows China’s launch last month of the core module of a new orbiting space station, as well as a successful mission in December that collected nearly four pounds of rocks and soil from the moon and brought it to Earth.
588	588	4.0	21	Next month, the country plans to send three astronauts into space, inaugurating what could become a regular Chinese presence in Earth’s orbit.
589	589	5.0	21	Just by arriving at Mars and orbiting it in February, China’s space program confirmed its place among the top tier of agencies exploring the solar system.
590	590	6.0	21	Now that it has executed a landing — with the deployment of a rover still to come — it has established itself as a principal contender in what some view as a new era of space competition.
591	591	1.0	22	After several months orbiting Mars, a Chinese rover successfully touched down on the Martian surface Friday, making China the second nation, after the United States, to achieve a soft landing on the red planet.
592	592	2.0	22	The rover, named Zhurong after the Chinese god of fire, is part of China's Tianwen-1 mission, which launched in July 2020.
593	593	3.0	22	The landing is a major milestone for China's space agency, which has advanced rapidly in just a few decades.
594	594	4.0	22	Few details about the Tianwen-1 mission have been made public, but the Mars probe and its accompanying rover are designed to map the Martian surface and search for signs of life on the planet.
595	595	5.0	22	People watch from a beach as the Long March 5
596	596	6.0	22	Y-4 rocket takes off from Wenchang Space Launch Center in Wenchang, China July 23, 2020.
597	597	7.0	22	"The China National Space Administration said in a statement Friday that the Tianwen-1 spacecraft ""has functioned normally"" since it's launch last year and has collected a ""huge amount of scientific data."
598	598	8.0	22	The Zhurong rover landed Friday shortly after 7 p.m. ET in a region of Mars known as Utopia Planitia.
599	599	9.0	22	The vast, icy plain was also where NASA's now-defunct Viking 2 lander touched down in 1976.
600	600	10.0	22	Thomas Zurbuchen, associate administrator for NASA's Science Mission Directorate, congratulated China's space agency shortly after the landing was confirmed.
601	601	11.0	22	"Together with the global science community, I look forward to the important contributions this mission will make to humanity's understanding of the Red Planet,"" he wrote on Twitter."
602	602	12.0	22	China's Tianwen-1 mission is a key part of the country's lofty ambitions for space exploration.
603	603	13.0	22	In December 2020, a Chinese probe landed on the moon and subsequently returned to Earth with a cache of lunar samples.
604	604	14.0	22	As a result, China became only the third country, after the U.S. and the former Soviet Union, to accomplish such a feat.
605	605	15.0	22	In late April, China launched into orbit the first module for a planned space station.
606	606	16.0	22	Rocket debris from that launch later fell back to Earth, crashing into the Indian Ocean and drawing criticism from NASA Administrator Bill Nelson and others over China's handling of the incident.
607	607	17.0	22	In addition to China's Zhurong rover, the red planet is playing host to several other new spacecraft.
608	608	18.0	22	NASA's Perseverance rover successfully touched down on the Martian surface on Feb. 18 and officially began collecting science data this week.
609	609	19.0	22	Previously, the rover served as a communications base for a tiny experimental helicopter, dubbed Ingenuity, which conducted the first powered, controlled flights on another planet.
610	610	20.0	22	In February, the United Arab Emirates' Hope probe also entered into orbit around Mars, making the UAE only the fifth nation or entity to do so.
611	611	1.0	23	China's Zhurong Mars rover, mounted atop a rocket-powered lander, dropped away from its orbiting Tianwen-1 mothership Friday and descended to touchdown on the red planet, official news agencies confirmed, a superpower feat that highlights the growing prowess of the Chinese space program.
612	612	2.0	23	The China National Space Administration confirmed Zhurong, named after the god of fire in Chinese mythology, landed on a broad plain known as Utopia Planitia Friday at 7:18 p.m. EDT (7:18
